city,state,date,PM2_5,PM10,NO2,SO2,CO,O3,AQI,AQI_Category,temperature,humidity
Visakhapatnam,Andhra Pradesh,2023-03-23,43.128124950374435,78.33669701620808,31.86380837368533,7.047422044972082,0.3157384821881677,22.53253801247345,179.8442810430614,Moderate,37.84840980353538,45.441910662292415
Lucknw,Uttar Pradesh,2023-03-05,53.83886938048891,210.45619929692265,54.92662869681162,9.778141201697942,1.2525836561735817,54.894210248779814,,Poor,33.93360890163191,62.419906777355024
Kolkata,West Bengal,2022-07-24,,,26.567492952906093,19.302304862257223,0.28760351643105814,27.03020570140549,359.6191364659051,Very Poor,30.96436892558554,89.17217207969173
Faridabad,Haryana,2021-07-14,106.10413195891707,96.00033895276327,16.88405619639229,12.076416604977302,,,442.45423026868417,Severe,27.667364629847345,
hyderabad,Telangana,12-10-2021,115.504006241733,2277.761939682266,12.539148729171263,12.469021497082183,1.285054891377852,32.77608731823395,481.6517060280266,Severe,16.51155380555042,67.97798949170615
Amritsar,Punjab,2021-11-11,104.22745077609216,216.52492286775333,21.160648911395846,6.91011514004294,,52.36069913022799,,Severe,,
Mumbai,Maharashtra,2023/04/30,39.56695471869098,41.640959286973526,44.4624666963671,,0.9820201531761619,35.629185298016424,164.99420117694137,Moderate,28.494761229927082,42.504711543995384
Srinagar,Jammu and Kashmir,2022-01-11,179.17563163229985,331.10431452368175,42.71213976855673,9.44833389712087,,61.3844887544771,747.1623839066904,Severe,15.051981546786276,
Patna,Bihar,07-04-2021,19.868723681436705,48.85863239724932,27.41889479695974,,1.4588248598826294,,82.85257775159106,Satisfactory,34.28227869159437,
Hyderabad,Telangana,2022-11-27,183.05518562421094,272.5090562150104,32.4837506055243,7.680301365673238,2.3425684024432893,38.288131696881834,763.3401240529596,Severe,20.453744859709403,59.79578429494988
Rajkot,Gujarat,2022-12-10,-124.78272707061917,232.74448577390433,41.88728431486488,4.841243229522175,0.30870017602089017,86.1376148117689,520.3439718844819,Severe,,53.84097083053456
Agra,Uttar Pradesh,03-11-2023,61.95188753154954,94.43535672193423,13.84102536890548,19.32853923219191,1.5400316653772554,71.39478968652503,258.3393710065616,Poor,,38.69732880981842
Patna,Bihar,2023-07-14,37.301851620305,186.89350562005717,20.75223372161007,23.279048903685762,0.35380309679640554,,,,,79.19872211905658
Pune,Maharashtra,2022-11-22,112.94161950334106,159.72353402481468,48.37546162341941,17.83521806951593,1.5206642701411242,14.669346810404555,470.9665533289322,,17.214002523704863,68.25246968499744
Meerut,Uttar Pradesh,2021-08-14,61.05469882204688,122.58608705054621,37.85234144465785,17.411223683151377,0.28404215861540494,88.41010063394783,254.5980940879355,Poor,26.29659698346296,92.85720304924507
Varanasi,Uttar Pradesh,2022-11-02,,,44.32553728981317,,0.9519015767099512,37.104543723965634,351.74282637058303,Very Poor,26.11782649687962,79.66369035745052
Ludhiana,Punjab,2023-07-14,26.233607385697802,43.914468220406356,10.252575484059118,,,54.02435281890118,109.39414279835984,Moderate,31.851551338724963,72.31658620174072
Agra,Uttar Pradesh,2021-11-08,95.654781123725,166.69410675398376,26.412569897456645,,0.6517921014945414,31.33594801044238,398.8804372859332,Very Poor,12.301395353170328,
Hyderabad,Telangana,2021-08-26,27.091119318609156,66.91148370273471,49.74291062390967,5.952506776338769,0.887109617800332,30.318769725920912,,Moderate,34.206772770618,93.55740079499932
Bhopal,Madhya Pradesh,2022-12-21,83.88476077620011,147.23106988159714,35.52737804135021,6.3354785677720695,1.1193406233189387,69.86424879331075,349.79945243675445,Very Poor,14.424888387397893,69.15288720370981
Varanasi,Uttar Pradesh,2021-04-28,118.53414231609418,,45.971290451917824,11.859289986243054,0.8928535556899546,22.477856188203443,494.2873734581127,Severe,37.49941783611719,63.06548591084022
Lucknw,Uttar Pradesh,2022-07-20,49.3436455721863,43.68521168617961,48.59043873027634,16.95704015023102,0.04218399334971326,73.29943933340489,,Poor,27.037286948135137,92.74188496710516
Ranchi,Jharkhand,2021-01-29,141.7132237768272,219.12339263510998,31.373525571341574,16.20237668180495,0.8475284707537143,,,Severe,12.83415322941724,74.24598290383766
chennai,Tamil Nadu,2023-07-29,132.03882155578347,177.05746534307178,,,,80.167976490995,550.6018858876171,Severe,34.307573256035646,90.75238255529035
MUMBAI,Maharashtra,2022-01-13,170.2456268246508,,,18.005076139113356,2.1590009545571074,52.140162110552914,709.9242638587938,Severe,13.605076321617267,64.67134431410165
Varanasi,Uttar Pradesh,14-04-2022,,85.97294442594826,34.39792276908166,4.576357623255618,0.05372203612246721,49.3750902273206,,Moderate,28.37603474637866,62.67528835582227
Poona,Maharashtra,2023-04-21,118.12355706448847,246.03224518065738,43.569984048354115,15.427503760911758,0.003631824637535997,50.146263269908715,492.5752329589169,Severe,38.81375815125288,
Ghaziabad,Uttar Pradesh,2022-02-06,92.23275110735497,240.25128519864364,23.38147905743967,27.105627142869622,0.11821428569592002,17.079462548933826,,Very Poor,13.978052061843659,69.54924421849611
Bhopal,Madhya Pradesh,17/06/2021,31.52108802439759,81.71036681015451,,23.32821435490279,2.3452230732140036,46.434525853092644,131.44293706173795,Moderate,33.34640239918136,57.23050969228726
jaipur,Rajasthan,2021-10-29,79.83297252401114,184.80025764016665,13.23779450397064,3.9927772275124602,,85.47343862195036,332.90349542512644,Poor,26.493649160073783,48.117015702124604
Nashik,Maharashtra,2021/02/25,114.68416741606264,,34.6452783015568,12.051454822918554,0.07882623842092641,15.201403171749421,478.2329781249812,Severe,27.476699945928555,
lucknow,Uttar Pradesh,08/06/2022,93.45994698012413,,18.91800433477369,22.578632343562084,1.0811146561885658,52.60412738167741,389.72797890711763,,,51.70124353487606
Meerut,Uttar Pradesh,2022/03/04,66.25684533401336,122.82852803449755,10.780716654034425,15.425797550897771,,50.324788816377946,,Poor,33.89096225097111,40.93879048419243
Mumbai ,Maharashtra,12/10/2022,,365.7304521623842,,22.56103088794852,0.33104280671214115,,654.4599793050646,Severe,21.651066595853507,48.2071393488244
Bhopal,Madhya Pradesh,2023-10-24,60.59193631952207,189.27245757305909,44.88119249952589,3.9765451915830496,0.2464795590769514,29.161698633791964,252.66837445240702,Poor,10.987158925066106,77.1929658453793
Faridabad,Haryana,2023-09-13,-60.59866395734733,,38.112724805770256,,2.008667063117763,60.407628259258644,252.69642870213835,,33.40485836246718,73.89728198129147
Faridabad,Haryana,2021-08-16,109.61639281453354,247.69742915433687,25.089051945215104,NA,0.09018766651187851,61.95078870988511,457.10035803660486,Severe,34.49584056011859,87.1625047076647
Amritsar,Punjab,2023-09-25,,206.2251597859582,17.881652907690757,10.907588876788957,1.4266592769150783,,421.13974690250336,Severe,26.315913179125843,90.38652147665616
Visakhapatnam,Andhra Pradesh,2023-02-10,,405.7465534859191,33.61866135619138,13.263904234792546,0.4278611019247798,59.916734790781376,1001.8850865334896,Severe,13.823531956441721,64.73793881011558
Indore,Madhya Pradesh,2022-04-01,23.649692960598102,48.06110326178038,28.87860531560922,3.457824694314684,0.1921997339270617,40.223057732831556,98.61921964569409,Satisfactory,31.152930414960235,41.68151728188896
Bhopal,Madhya Pradesh,2021-08-24,51.96155762840218,60.12032878091995,33.34111785158286,7.892324514497193,0.5336238958621498,30.568333989048607,216.6796953104371,Poor,31.036136300348147,93.90738544866082
Varanasi,Uttar Pradesh,2021-03-14,40.41971188516772,87.66027578550218,,,,,168.5501985611494,,35.795759678101575,
 Pune,Maharashtra,2022-10-15,339.5816404061844,540.7184719843075,44.880702257147036,,0.12181940298508338,,1416.055440493789,,22.426697909986984,
Faridabad,Haryana,2022-11-17,74.80312957283033,155.26218325840068,48.11472474708434,,1.3979227320959535,44.59062110541175,311.9290503187025,Very Poor,17.340580331543663,66.43876594299108
Rajkot,Gujarat,2023-12-20,203.02258339614383,554.0819598531256,49.841198110399844,12.377057531802238,0.10966144230514774,,,Severe,,72.49082637267317
Lucknow,Uttar Pradesh,2023-12-01,138.8092441285939,339.80531385651886,6.950583804983435,15.637051662213416,0.3267501870999083,34.25468980844455,578.8345480162365,Severe,10.575973336275073,59.918642428859606
LUCKNOW,Uttar Pradesh,05-14-2021,-75.07252888393839,,18.50608306869241,11.488932267646017,1.0797394596316137,40.87388862870864,,Very Poor,39.27976620664474,41.32044724711129
Allahabad,Uttar Pradesh,2023-09-08,103.31325226228361,194.10394965234315,59.21913875894773,,0.3003336542910891,37.13794373808481,430.81626193372267,Severe,28.977331756421872,81.39897157392608
Ranchi,Jharkhand,2023-05-19,41.917009877101144,69.20891712538771,30.683428559570366,8.129545440075994,2.1944405103807734,63.7745353787946,174.79393118751176,Moderate,35.80544557662152,52.74126715419712
Bhopal,Madhya Pradesh,2023-11-05,,438.5771775572198,13.323602870049818,25.042743171253342,0.8937510919155325,31.12528449925353,617.6000104653085,Severe,26.941469278402366,57.24429446058426
Mumbai,Maharashtra,22-10-2021,266.52881956447754,758.9866341461391,41.3184340721791,6.281181505030681,1.2235702202887575,48.699578657100744,1111.4251775838713,Severe,19.65759538804521,53.35687523913984
Amritsar,Punjab,2023-03-02,31.36737961019803,31.57265369346731,42.81289430815895,27.152698586599627,0.4436838472668161,34.50324993205583,130.80197297452577,,,40.206372647321814
Agra,Uttar Pradesh,2021-10-29,159.83974360166468,,50.23968491717564,13.960936404773694,0.24209955764005522,40.58790404539242,666.5317308189417,Severe,27.54964856046582,61.12306186271164
Ghaziabad,Uttar Pradesh,2023-04-12,193.52067154883284,350.48335921945403,21.28773247646418,18.905625895913072,,35.095343465416526,806.9812003586329,Severe,30.856498884804584,52.20339797209145
Indore,Madhya Pradesh,2022-02-25,46.46398585458723,98.87176218763342,23.197090617803582,35.60140671335812,0.6647202391286643,,,,21.521294640768787,
Patna,Bihar,2021-06-07,,118.19857785867899,27.814109809865954,6.720341261923997,0.0014995997571882248,65.43449349308206,,Poor,31.380499194789024,32.49270900196743
Meerut,Uttar Pradesh,2021/08/02,-43.51496480674025,,54.48303745946278,8.551072666737383,0.15992848461604547,12.593235143736209,181.45740324410684,Moderate,,68.02854554383266
Patna,Bihar,2021-01-07,,295.87968677763195,,31.365189519282968,0.17120952376359294,41.156694647226225,641.4136246200652,Severe,15.004823623675897,64.37775159445289
Bhopal,Madhya Pradesh,2023-05-17,86.64113473124729,155.3445114396632,68.78974517343693,29.13963057749412,0.45057055512268307,26.157174079326865,361.2935318293012,Very Poor,34.29642316246435,
Visakhapatnam,Andhra Pradesh,2023-08-28,19.40920149329947,260.17889918484184,21.748153704201396,18.828438578896666,0.39149355535447256,52.06027189620563,80.93637022705879,Satisfactory,,93.94254089741531
Delhi,Delhi,2023-05-29,132.94288890185894,169.46328249144182,16.385806323656475,26.15429913262117,0.053895487272654787,22.5932408319535,554.3718467207517,Severe,31.62901386779675,34.17052241939104
Guwahati,Assam,05-01-2021,55.59792877780423,196.89548117316073,55.449194413087305,1.3666826379710808,2.866268647278914,31.52208983438839,231.8433630034436,Poor,31.91086323336437,55.851328431136125
Guwahati,Assam,2023-07-07,49.766558589545895,49.49860883009425,68.53492326504178,,0.12185308397056774,80.88166247038802,207.52654931840638,Poor,29.942802573328727,89.69199961687306
Nashik,Maharashtra,2023-08-25,95.20906534989032,310.2168685569623,38.9153814248355,2.8807945371261985,3.404462136227972,29.200231436040035,397.02180250904263,Very Poor,25.561315880210724,89.46627312257021
Guwahati,Assam,2022-04-18,70.67050376377102,,40.494430031262674,11.779504807519066,,67.90759094698818,294.69600069492515,Poor,33.555561242747885,65.96716379698249
Srinagar,Jammu and Kashmir,2022-10-16,209.3133898253416,,,8.067286022923986,0.5694606037939659,36.669781382791165,872.8368355716744,Severe,20.833249827739216,56.85165055198878
ahmedabad,Gujarat,2021-09-16,57.6193082938793,119.49058576266975,4.845304889524788,,0.29590439338185454,,240.27251558547667,Poor,32.879478400355616,67.77592378530278
Srinagar,Jammu and Kashmir,2021-05-30,127.35161342652233,176.5627002656377,25.40197252244511,8.191906956930207,1.2528840193482504,71.64239910661496,531.0562279885982,,37.79178224501194,63.07797750135941
Ludhiana,Punjab,2022-08-29,71.31340015728689,,36.29271498705887,13.82678238763931,1.2211074618833901,,297.37687865588634,,32.47559948503772,83.5473378241399
Pune,Maharashtra,2022-05-01,27.031749807875546,54.103359973737355,32.486221433254855,1.5987208347343038,0.6280234999277874,43.028297078009935,112.72239669884102,Moderate,39.915286351250025,52.28876179720176
mumbai,Maharashtra,2021-02-14,209.95171507516363,250.83684186861296,43.27885051997649,10.289639862570777,0.3128687986477414,89.54722514929799,875.4986518634323,Severe,12.753877827103569,78.94724007225085
Bhopal,Madhya Pradesh,2022-03-13,102.28762616086176,230.93397841165202,21.093422716478067,3.9778081802033545,0.9337274136781009,19.232438494918934,426.53940109079355,Severe,32.95303147138329,34.45793909712661
Visakhapatnam,Andhra Pradesh,2021-10-29,167.96661210253043,379.96755112695104,21.805486454048268,15.734675210892405,0.5848292568804387,13.826567193092027,700.4207724675518,Severe,,
Ludhiana,Punjab,2021-02-12,262.2867445573115,773.9876765782022,40.20032122311863,39.467612010034095,0.4971274674485695,79.7102822658671,1093.7357248039891,Severe,19.958203812790536,57.145012397711824
Allahabad,Uttar Pradesh,2023-12-01,39.558841736219904,56.5599553311804,25.084599948017306,3.6554918464046082,,51.25631855917283,164.960370040037,Moderate,,68.48489438643486
Mumbai,Maharashtra,2023-05-06,64.71034999534484,227.08310034542595,23.59782166840572,10.425266956329665,1.005606041242485,6.603130501379948,,Poor,39.88223535918352,51.57998181184172
Visakhapatnam,Andhra Pradesh,2021-03-26,35.556769279068554,215.46528580076188,,10.703405974280582,1.383737768146002,40.64532229852052,148.27172789371588,Moderate,34.9855512190911,32.888527413407516
Chennai,Tamil Nadu,2022-12-09,71.91521741057053,146.16408019659448,34.921206831846646,,1.329013248412683,28.9209462137393,299.88645660207914,,15.79826960655609,54.19971182415621
DELHI,Delhi,2022-04-30,58.992797750230366,63.715775799081065,27.894128098638753,,1.0668487446369004,42.20416211980963,245.99996661846063,Poor,35.91819400719109,62.870821678743106
Allahabad,Uttar Pradesh,2023-02-10,128.3368671771129,345.8327794797978,27.743945351184824,23.825068628856783,0.06122315601105308,3.3960080367680225,,Severe,14.621512612135657,
Patna,Bihar,2022-06-04,170.8229162221336,135.90083452677965,,9.523985772021566,0.1919324074156029,69.39732779029696,712.3315606462971,Severe,,67.14477187657235
Patna,Bihar,03-06-2023,23.233970299557573,131.38221707865623,8.681479821151287,15.477287496298214,0.060450241500749506,90.92194098714697,96.88565614915508,Satisfactory,38.88566243891269,65.65039319689976
Nashik,Maharashtra,2021-04-05,54.01188522448155,,26.09318638634567,16.634327837210325,0.30377530544879183,42.94902920521326,225.22956138608808,Poor,36.81205285968841,33.83567203046296
Lucknow,Uttar Pradesh,2022-10-24,187.4227491083532,,24.933347274023717,,0.8095550358546302,,,Severe,21.670936368087276,78.2557203009058
Chennai,Tamil Nadu,23-03-2021,161.7298466184579,288.65658799602744,33.14168359065343,27.84695982413283,0.6036230714060006,32.572446370629066,674.4134603989695,Severe,31.737722972160054,46.48335868446671
Chennai,Tamil Nadu,2021-01-26,199.18567236095936,417.76771138622854,56.61273948032634,14.284451619768815,0.6980694366574004,26.985133569396073,830.6042537452005,Severe,11.624535821261212,78.64971301476443
Hyderabad,Telangana,31/01/2022,128.52650432892932,379.36288883544097,15.857882094910808,16.7209863823481,,,535.9555230516353,Severe,,46.05146882813537
Faridabad,Haryana,12-02-2023,,1175.7169171344326,10.60369530911639,25.190772545529093,0.13130751177682007,42.757398834007304,409.4715755673521,,,74.48217989339715
Delhi,Delhi,2022/07/13,40.49823617436364,100.7520450110781,missing,15.250538442729797,0.9442559611042199,131.2300272699321,168.87764484709638,Moderate,30.453919162080616,94.31574350156899
Bhopal,Madhya Pradesh,2022-10-23,,555.2925364536102,,19.483272297729354,,81.2235702068331,1499.7148645266648,Severe,,45.58930811329535
Patna,Bihar,2022-07-27,144.43884678365896,141.37339928346205,28.21810751375881,13.533595125603885,0.4214613112967248,32.126102569372776,602.3099910878578,Severe,34.92705040260624,74.15793132132578
